CD_CVM,DENOM_CIA,EBIT,DESPESA_FINANCEIRA,RECEITA,LUCRO_LIQUIDO,DIVIDA_BRUTA,ATIVO_TOTAL,CAIXA,CAIXA_OPERACIONAL,ANO,DESPESA_FINANCEIRA_ABS,DIVIDA_LIQUIDA,DT_REFER,DT_RECEB
27634,B100 S.A.,-463532000.0,-1494000.0,0.0,-465085000.0,0.0,22000.0,21000.0,-13998000.0,2025,1494000.0,-21000.0,2025-12-31,2026-05-11
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",1506000000.0,-118488000.0,2131795000.0,1080947000.0,1468322000.0,25896659000.0,1196589000.0,1918028000.0,2013,118488000.0,271733000.0,2013-12-31,2014-02-13
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",1438523000.0,-153604000.0,2030433000.0,977914000.0,1666491000.0,25538263000.0,500535000.0,1854498000.0,2014,153604000.0,1165956000.0,2014-12-31,2015-02-10
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2298426000.0,-236911000.0,2216634000.0,2203458000.0,2454265000.0,26308895000.0,440845000.0,969329000.0,2015,236911000.0,2013420000.0,2015-12-31,2016-02-18
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",1094586000.0,-1015316000.0,2320781000.0,1446064000.0,5463632000.0,31155875000.0,319124000.0,-7087411000.0,2016,1015316000.0,5144508000.0,2016-12-31,2017-02-17
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",1484202000.0,-793621000.0,3673596000.0,1296645000.0,5634693000.0,37579879000.0,711140000.0,11191051000.0,2017,793621000.0,4923553000.0,2017-12-31,2018-03-01
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2392091000.0,-542478000.0,4831915000.0,2088351000.0,4509159000.0,37672245000.0,329687000.0,3666514000.0,2018,542478000.0,4179472000.0,2018-12-31,2019-02-21
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",3232141000.0,-445501000.0,6576507000.0,2713204000.0,4364547000.0,40027315000.0,494033000.0,3219991000.0,2019,445501000.0,3870514000.0,2019-12-31,2020-03-05
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",5602409000.0,-459671000.0,9327395000.0,4150715000.0,7059766000.0,46332783000.0,1438420000.0,2753083000.0,2020,459671000.0,5621346000.0,2020-12-31,2021-03-04
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",6320984000.0,-684920000.0,10288124000.0,4717089000.0,14198640000.0,52531769000.0,2560516000.0,3213723000.0,2021,684920000.0,11638124000.0,2021-12-31,2022-03-17
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",5577874000.0,-1593912000.0,10110682000.0,4226598000.0,12111175000.0,47594773000.0,2613794000.0,9887484000.0,2022,1593912000.0,9497381000.0,2022-12-31,2023-03-23
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",5249623000.0,-1475104000.0,9921251000.0,4132512000.0,14009669000.0,49421622000.0,1788906000.0,3755446000.0,2023,1475104000.0,12220763000.0,2023-12-31,2024-02-22
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",6045902000.0,-1571319000.0,10572738000.0,4576691000.0,13228819000.0,45228850000.0,1636275000.0,9297325000.0,2024,1571319000.0,11592544000.0,2024-12-31,2025-02-20
21610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",6638037000.0,-1900731000.0,11121545000.0,4586872000.0,14944304000.0,48487647000.0,1603617000.0,4358630000.0,2025,1900731000.0,13340687000.0,2025-12-31,2026-02-26
701,BAHEMA EDUCAÇÃO S.A.,-8358000.0,-424000.0,0.0,-2702000.0,0.0,56591000.0,110000.0,2222000.0,2013,424000.0,-110000.0,2013-12-31,2014-03-31
701,BAHEMA EDUCAÇÃO S.A.,-1929000.0,-3477000.0,37635000.0,-4021000.0,124000.0,94081000.0,37551000.0,-1628000.0,2017,3477000.0,-37427000.0,2017-12-31,2018-03-27
701,BAHEMA EDUCAÇÃO S.A.,-2354000.0,-1796000.0,44106000.0,-2566000.0,62000.0,80666000.0,15790000.0,-4750000.0,2018,1796000.0,-15728000.0,2018-12-31,2019-03-28
701,BAHEMA EDUCAÇÃO S.A.,-10471000.0,-1662000.0,53058000.0,-9433000.0,11657000.0,191099000.0,48150000.0,-2490000.0,2019,1662000.0,-36493000.0,2019-12-31,2020-03-31
701,BAHEMA EDUCAÇÃO S.A.,-22996000.0,-17430000.0,196345000.0,-45698000.0,51016000.0,602706000.0,42238000.0,-17819000.0,2020,17430000.0,8778000.0,2020-12-31,2021-03-31
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-24290000.0,-22746000.0,424949000.0,-38627000.0,164232000.0,759849000.0,14725000.0,-30703000.0,2013,22746000.0,149507000.0,2013-12-31,2014-03-28
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,15523000.0,-19958000.0,478936000.0,7392000.0,164911000.0,789837000.0,33537000.0,40933000.0,2014,19958000.0,131374000.0,2014-12-31,2015-03-31
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,18331000.0,-32617000.0,446432000.0,-8958000.0,171257000.0,837888000.0,2901000.0,-9493000.0,2015,32617000.0,168356000.0,2015-12-31,2016-03-29
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-75844000.0,-53682000.0,264736000.0,-101126000.0,184014000.0,902838000.0,4270000.0,12295000.0,2016,53682000.0,179744000.0,2016-12-31,2017-03-31
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-59642000.0,-58064000.0,136638000.0,-97755000.0,197381000.0,838044000.0,4763000.0,16857000.0,2017,58064000.0,192618000.0,2017-12-31,2018-03-28
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-78202000.0,-22456000.0,93699000.0,-95862000.0,213614000.0,821968000.0,2232000.0,-18263000.0,2018,22456000.0,211382000.0,2018-12-31,2019-03-31
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-216880000.0,-38477000.0,38038000.0,-204420000.0,233024000.0,728221000.0,2083000.0,-21672000.0,2019,38477000.0,230941000.0,2019-12-31,2020-07-11
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-60166000.0,-20339000.0,20374000.0,-65455000.0,244878000.0,662502000.0,2107000.0,-4168000.0,2020,20339000.0,242771000.0,2020-12-31,2021-03-31
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-27233000.0,-7596000.0,21194000.0,-17463000.0,219050000.0,651819000.0,1144000.0,-963000.0,2021,7596000.0,217906000.0,2021-12-31,2022-03-30
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-22932000.0,-17717000.0,27227000.0,65690000.0,167153000.0,661640000.0,8790000.0,-122754000.0,2022,17717000.0,158363000.0,2022-12-31,2023-03-29
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-73897000.0,-25948000.0,25787000.0,-82440000.0,187984000.0,571194000.0,26941000.0,1640000.0,2023,25948000.0,161043000.0,2023-12-31,2024-03-26
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-16654000.0,-30618000.0,33086000.0,-30921000.0,183094000.0,545083000.0,17626000.0,6101000.0,2024,30618000.0,165468000.0,2024-12-31,2025-03-28
1520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,-28163000.0,-30151000.0,48072000.0,-20752000.0,180611000.0,393588000.0,7809000.0,913000.0,2025,30151000.0,172802000.0,2025-12-31,2026-03-30
21601,BASEL PARTICIPAÇÕES S/A,-13451000.0,-2025000.0,17650000.0,-9155000.0,23664000.0,297956000.0,1277000.0,20375000.0,2013,2025000.0,22387000.0,2013-12-31,2014-03-31
21601,BASEL PARTICIPAÇÕES S/A,-6926000.0,-3208000.0,46936000.0,-6307000.0,33424000.0,285026000.0,1206000.0,-9698000.0,2014,3208000.0,32218000.0,2014-12-31,2015-03-25
21601,BASEL PARTICIPAÇÕES S/A,-13172000.0,-10821000.0,71412000.0,-23910000.0,73555000.0,305830000.0,1040000.0,-16966000.0,2015,10821000.0,72515000.0,2015-12-31,2016-03-30
21601,BASEL PARTICIPAÇÕES S/A,1644000.0,-15926000.0,83838000.0,-16239000.0,73152000.0,266731000.0,1205000.0,4458000.0,2016,15926000.0,71947000.0,2016-12-31,2017-03-31
1562,BAUMER S.A.,19607000.0,-2460000.0,108697000.0,14127000.0,19146000.0,124593000.0,7138000.0,8867000.0,2013,2460000.0,12008000.0,2013-12-31,2014-04-01
1562,BAUMER S.A.,17248000.0,-3997000.0,116297000.0,12382000.0,21418000.0,136888000.0,10607000.0,5034000.0,2014,3997000.0,10811000.0,2014-12-31,2015-03-31
1562,BAUMER S.A.,15411000.0,-5862000.0,112044000.0,14996000.0,27517000.0,161822000.0,6961000.0,4694000.0,2015,5862000.0,20556000.0,2015-12-31,2016-04-01
1562,BAUMER S.A.,8793000.0,-8531000.0,113105000.0,2803000.0,35092000.0,170692000.0,5057000.0,766000.0,2016,8531000.0,30035000.0,2016-12-31,2017-03-31
1562,BAUMER S.A.,2617000.0,-4044000.0,109753000.0,462000.0,32102000.0,180845000.0,4199000.0,5534000.0,2017,4044000.0,27903000.0,2017-12-31,2018-03-28
1562,BAUMER S.A.,5165000.0,-7256000.0,119802000.0,2753000.0,31957000.0,189890000.0,2960000.0,-2870000.0,2018,7256000.0,28997000.0,2018-12-31,2019-03-28
1562,BAUMER S.A.,8183000.0,-6695000.0,149310000.0,4194000.0,30891000.0,190587000.0,5661000.0,14526000.0,2019,6695000.0,25230000.0,2019-12-31,2020-03-30
1562,BAUMER S.A.,17270000.0,-13865000.0,162973000.0,16431000.0,18709000.0,214531000.0,16866000.0,26325000.0,2020,13865000.0,1843000.0,2020-12-31,2022-06-08
1562,BAUMER S.A.,11872000.0,-14963000.0,133820000.0,10132000.0,21591000.0,228131000.0,12982000.0,17635000.0,2021,14963000.0,8609000.0,2021-12-31,2022-06-08
1562,BAUMER S.A.,18175000.0,-25947000.0,164544000.0,5709000.0,25649000.0,248609000.0,8855000.0,3133000.0,2022,25947000.0,16794000.0,2022-12-31,2023-03-29
1562,BAUMER S.A.,21588000.0,-20993000.0,169950000.0,8941000.0,20301000.0,249925000.0,13859000.0,23636000.0,2023,20993000.0,6442000.0,2023-12-31,2024-04-01
1562,BAUMER S.A.,35985000.0,-18515000.0,194386000.0,29261000.0,16725000.0,286669000.0,16862000.0,31278000.0,2024,18515000.0,-137000.0,2024-12-31,2025-03-31
1562,BAUMER S.A.,34676000.0,-24527000.0,213729000.0,22106000.0,21497000.0,274810000.0,16140000.0,54887000.0,2025,24527000.0,5357000.0,2025-12-31,2026-03-31
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,2947721000.0,0.0,,2473752000.0,273977000.0,8785478000.0,1785284000.0,1116481000.0,2013,0.0,-1511307000.0,2013-12-31,2014-02-12
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,4139012000.0,0.0,,3456683000.0,1026776000.0,10382681000.0,2094427000.0,1525207000.0,2014,0.0,-1067651000.0,2014-12-31,2015-02-10
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,4994652000.0,0.0,,4207432000.0,1221723000.0,11495678000.0,1561078000.0,1024983000.0,2015,0.0,-339355000.0,2015-12-31,2016-02-26
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,4824417000.0,0.0,,4013852000.0,1148131000.0,12542306000.0,2174914000.0,1667507000.0,2016,0.0,-1026783000.0,2016-12-31,2017-02-13
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,4692552000.0,-66752000.0,,4049245000.0,1158209000.0,13334413000.0,3644179000.0,1671071000.0,2017,66752000.0,-2485970000.0,2017-12-31,2018-02-19
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,4414393000.0,-37547000.0,,3539553000.0,1228043000.0,13680123000.0,6056247000.0,1470424000.0,2018,37547000.0,-4828204000.0,2018-12-31,2019-02-11
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,8600935000.0,-30653000.0,,6658781000.0,1462065000.0,14926547000.0,7381292000.0,925384000.0,2019,30653000.0,-5919227000.0,2019-12-31,2020-02-10
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,4781490000.0,-27507000.0,,3850771000.0,1657388000.0,10900296000.0,2195445000.0,2284693000.0,2020,27507000.0,-538057000.0,2020-12-31,2021-02-08
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,4932200000.0,-4515000.0,,3933217000.0,2033528000.0,13314221000.0,4090561000.0,2825755000.0,2021,4515000.0,-2057033000.0,2021-12-31,2022-02-07
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,7045669000.0,-29501000.0,,6044571000.0,2025563000.0,16129832000.0,6076618000.0,3275011000.0,2022,29501000.0,-4051055000.0,2022-12-31,2023-02-09
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,8905767000.0,-83388000.0,,7947203000.0,2978034000.0,18272622000.0,4752742000.0,3697841000.0,2023,83388000.0,-1774708000.0,2023-12-31,2024-02-05
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,9757267000.0,-42638000.0,,8703353000.0,3642282000.0,21615587000.0,7789875000.0,4223583000.0,2024,42638000.0,-4147593000.0,2024-12-31,2025-02-17
23159,BB SEGURIDADE PARTICIPAÇÕES S.A.,9865768000.0,-98446000.0,,9017329000.0,3806319000.0,23097696000.0,8855104000.0,3710770000.0,2025,98446000.0,-5048785000.0,2025-12-31,2026-02-09
24660,BBM LOGÍSTICA S.A.,14679000.0,-16503000.0,289750000.0,3105000.0,89389000.0,214395000.0,1047000.0,,2017,16503000.0,88342000.0,2017-12-31,2019-01-18
24660,BBM LOGÍSTICA S.A.,27650000.0,-18549000.0,507618000.0,5817000.0,127335000.0,313205000.0,1161000.0,8996000.0,2018,18549000.0,126174000.0,2018-12-31,2019-03-29
24660,BBM LOGÍSTICA S.A.,25441000.0,-27873000.0,608880000.0,13746000.0,218864000.0,664116000.0,14903000.0,70287000.0,2019,27873000.0,203961000.0,2019-12-31,2020-02-12
24660,BBM LOGÍSTICA S.A.,34247000.0,-31882000.0,1002017000.0,8899000.0,284959000.0,814457000.0,22507000.0,86863000.0,2020,31882000.0,262452000.0,2020-12-31,2021-03-15
24660,BBM LOGÍSTICA S.A.,20846000.0,-57280000.0,1356199000.0,12023000.0,396038000.0,962193000.0,6248000.0,46577000.0,2021,57280000.0,389790000.0,2021-12-31,2022-03-28
24660,BBM LOGÍSTICA S.A.,34949000.0,-118578000.0,1631761000.0,-71099000.0,464250000.0,1061298000.0,15155000.0,157450000.0,2022,118578000.0,449095000.0,2022-12-31,2023-02-16
24660,BBM LOGÍSTICA S.A.,27219000.0,-172473000.0,1608505000.0,-53827000.0,464539000.0,1160905000.0,7105000.0,179529000.0,2023,172473000.0,457434000.0,2023-12-31,2024-03-22
24660,BBM LOGÍSTICA S.A.,-250831000.0,-264345000.0,1450437000.0,-342274000.0,463751000.0,1036364000.0,25329000.0,275866000.0,2024,264345000.0,438422000.0,2024-12-31,2025-10-20
24660,BBM LOGÍSTICA S.A.,-20673000.0,-292866000.0,1345480000.0,-252881000.0,542207000.0,989590000.0,34365000.0,146933000.0,2025,292866000.0,507842000.0,2025-12-31,2026-06-25
24775,BCBF PARTICIPAÇÕES S.A.,1021397000.0,-307160000.0,8412439000.0,555736000.0,2177939000.0,12631624000.0,3380558000.0,345228000.0,2019,307160000.0,-1202619000.0,2019-12-31,2020-03-26
24775,BCBF PARTICIPAÇÕES S.A.,1497529000.0,-268405000.0,10673268000.0,840179000.0,3488403000.0,15972032000.0,2453206000.0,1002718000.0,2020,268405000.0,1035197000.0,2020-12-31,2021-03-24
24775,BCBF PARTICIPAÇÕES S.A.,329080000.0,-568511000.0,12584361000.0,-115967000.0,5006743000.0,18597301000.0,1662961000.0,116646000.0,2021,568511000.0,3343782000.0,2021-12-31,2022-03-29
24775,BCBF PARTICIPAÇÕES S.A.,-539092000.0,-1003310000.0,14358975000.0,-855909000.0,4596252000.0,19588559000.0,1012282000.0,-197193000.0,2022,1003310000.0,3583970000.0,2022-12-31,2023-03-31
16233,BELAPART SA,-9903000.0,-745000.0,0.0,-8472000.0,0.0,29712000.0,3000.0,-2125000.0,2015,745000.0,-3000.0,2015-12-31,2016-03-22
16233,BELAPART SA,-4900000.0,-784000.0,0.0,-2940000.0,0.0,30449000.0,1000.0,-2313000.0,2016,784000.0,-1000.0,2016-12-31,2017-03-14
22632,BELEZA PARTICIPAÇÕES S.A.,-335000.0,0.0,0.0,-186000.0,0.0,69953000.0,698000.0,-111000.0,2013,0.0,-698000.0,2013-12-31,2014-03-31
21580,BELMONTE PARTICIPAÇÕES SA,21564000.0,-80324000.0,103963000.0,-50051000.0,632500000.0,1259257000.0,128269000.0,43823000.0,2013,80324000.0,504231000.0,2013-12-31,2014-03-28
20656,BEMATECH IND COM EQUIP ELETRONICOS SA,58414000.0,-7832000.0,365384000.0,42943000.0,18411000.0,500652000.0,78910000.0,67093000.0,2013,7832000.0,-60499000.0,2013-12-31,2014-02-25
20656,BEMATECH IND COM EQUIP ELETRONICOS SA,71953000.0,-15850000.0,425576000.0,54070000.0,79467000.0,666835000.0,117519000.0,66042000.0,2014,15850000.0,-38052000.0,2014-12-31,2015-03-10
25500,BEMOBI MOBILE TECH S.A.,62105000.0,-5880000.0,171546000.0,35730000.0,0.0,456928000.0,111196000.0,86496000.0,2020,5880000.0,-111196000.0,2020-12-31,2021-03-29
25500,BEMOBI MOBILE TECH S.A.,84873000.0,-6502000.0,488837000.0,75349000.0,0.0,1445472000.0,319185000.0,23311000.0,2021,6502000.0,-319185000.0,2021-12-31,2022-03-16
25500,BEMOBI MOBILE TECH S.A.,98681000.0,-28569000.0,1475824000.0,85566000.0,0.0,1349318000.0,359295000.0,200912000.0,2022,28569000.0,-359295000.0,2022-12-31,2023-03-21
25500,BEMOBI MOBILE TECH S.A.,94832000.0,-25706000.0,1307844000.0,86889000.0,0.0,1443377000.0,262973000.0,97705000.0,2023,25706000.0,-262973000.0,2023-12-31,2024-07-03
25500,BEMOBI MOBILE TECH S.A.,120024000.0,-14586000.0,1498065000.0,120163000.0,0.0,1627212000.0,378610000.0,167143000.0,2024,14586000.0,-378610000.0,2024-12-31,2025-03-20
25500,BEMOBI MOBILE TECH S.A.,143651000.0,-25916000.0,1696407000.0,161262000.0,19286000.0,1865280000.0,241156000.0,117609000.0,2025,25916000.0,-221870000.0,2025-12-31,2026-03-19
21563,BERNA PARTICIPAÇÕES SA,35876000.0,-29275000.0,280430000.0,18598000.0,226949000.0,680107000.0,50973000.0,134965000.0,2013,29275000.0,175976000.0,2013-12-31,2014-03-28
20907,BHG S.A. - BRAZIL HOSPITALITY GROUP,38935000.0,-43882000.0,263871000.0,1833000.0,269281000.0,1423738000.0,12992000.0,23063000.0,2013,43882000.0,256289000.0,2013-12-31,2014-03-17
20907,BHG S.A. - BRAZIL HOSPITALITY GROUP,46320000.0,-42402000.0,327342000.0,3950000.0,223879000.0,1410286000.0,7092000.0,70542000.0,2014,42402000.0,216787000.0,2014-12-31,2015-03-24
1694,BICICLETAS MONARK S.A.,796000.0,-489000.0,34557000.0,7890000.0,0.0,209590000.0,154076000.0,2603000.0,2013,489000.0,-154076000.0,2013-12-31,2014-03-25
1694,BICICLETAS MONARK S.A.,467000.0,-185000.0,32648000.0,11686000.0,0.0,205123000.0,157796000.0,7686000.0,2014,185000.0,-157796000.0,2014-12-31,2015-04-06
1694,BICICLETAS MONARK S.A.,-5068000.0,-57000.0,20613000.0,10906000.0,0.0,196964000.0,155523000.0,8111000.0,2015,57000.0,-155523000.0,2015-12-31,2016-03-17
1694,BICICLETAS MONARK S.A.,-3670000.0,-172000.0,19405000.0,16050000.0,0.0,216515000.0,166071000.0,31969000.0,2016,172000.0,-166071000.0,2016-12-31,2017-03-20
1694,BICICLETAS MONARK S.A.,-3020000.0,-223000.0,16356000.0,8134000.0,0.0,202655000.0,158834000.0,15266000.0,2017,223000.0,-158834000.0,2017-12-31,2018-03-19
701,BIOMA EDUCAÇÃO S.A.,-15481000.0,-31112000.0,266668000.0,-38182000.0,64054000.0,616332000.0,12526000.0,31194000.0,2021,31112000.0,51528000.0,2021-12-31,2022-03-30
701,BIOMA EDUCAÇÃO S.A.,-48021000.0,-63576000.0,357122000.0,-114068000.0,187628000.0,649077000.0,19670000.0,-6467000.0,2022,63576000.0,167958000.0,2022-12-31,2023-03-29
701,BIOMA EDUCAÇÃO S.A.,75497000.0,-78029000.0,377697000.0,-6692000.0,120576000.0,595360000.0,36972000.0,143896000.0,2023,78029000.0,83604000.0,2023-12-31,2024-03-28
701,BIOMA EDUCAÇÃO S.A.,-27063000.0,-51045000.0,354632000.0,-74340000.0,56966000.0,528180000.0,15715000.0,121112000.0,2024,51045000.0,41251000.0,2024-12-31,2025-03-31
701,BIOMA EDUCAÇÃO S.A.,-24845000.0,-41348000.0,332743000.0,-61569000.0,45822000.0,390008000.0,12088000.0,57270000.0,2025,41348000.0,33734000.0,2025-12-31,2026-04-01
19305,BIOMM S.A.,-7516000.0,-5162000.0,0.0,-10059000.0,1851000.0,138078000.0,20680000.0,-10508000.0,2013,5162000.0,-18829000.0,2013-12-31,2014-05-14
19305,BIOMM S.A.,-16748000.0,-19040000.0,0.0,-12713000.0,46798000.0,179564000.0,7478000.0,-19784000.0,2014,19040000.0,39320000.0,2014-12-31,2015-03-05
19305,BIOMM S.A.,-2994000.0,-48394000.0,0.0,8282000.0,83046000.0,229673000.0,24987000.0,-13899000.0,2015,48394000.0,58059000.0,2015-12-31,2016-03-18
19305,BIOMM S.A.,-32655000.0,-40410000.0,0.0,-45608000.0,117241000.0,237385000.0,7833000.0,-38281000.0,2016,40410000.0,109408000.0,2016-12-31,2017-03-17
19305,BIOMM S.A.,-35421000.0,-16245000.0,103000.0,-38128000.0,154970000.0,262387000.0,8630000.0,-54405000.0,2017,16245000.0,146340000.0,2017-12-31,2018-03-23
19305,BIOMM S.A.,-36674000.0,-19280000.0,1566000.0,-42562000.0,147319000.0,305683000.0,15814000.0,-44115000.0,2018,19280000.0,131505000.0,2018-12-31,2019-03-28
19305,BIOMM S.A.,-52610000.0,-22021000.0,8944000.0,-55812000.0,155591000.0,388771000.0,30075000.0,-80852000.0,2019,22021000.0,125516000.0,2019-12-31,2020-04-08
19305,BIOMM S.A.,-55573000.0,-47130000.0,58668000.0,-70767000.0,188322000.0,434970000.0,57403000.0,-96874000.0,2020,47130000.0,130919000.0,2020-12-31,2021-03-26
19305,BIOMM S.A.,-65649000.0,-39544000.0,107090000.0,-80261000.0,184145000.0,369831000.0,31369000.0,-93784000.0,2021,39544000.0,152776000.0,2021-12-31,2022-03-25
19305,BIOMM S.A.,-86236000.0,-44971000.0,104954000.0,-92559000.0,172284000.0,405093000.0,75931000.0,-62999000.0,2022,44971000.0,96353000.0,2022-12-31,2023-03-23
19305,BIOMM S.A.,-72525000.0,-30602000.0,118194000.0,-81141000.0,153600000.0,344698000.0,25998000.0,-74785000.0,2023,30602000.0,127602000.0,2023-12-31,2024-03-27
19305,BIOMM S.A.,-81211000.0,-38809000.0,142905000.0,-77238000.0,121383000.0,465899000.0,77620000.0,-91845000.0,2024,38809000.0,43763000.0,2024-12-31,2026-04-17
19305,BIOMM S.A.,-5238000.0,-34681000.0,269299000.0,-6687000.0,96604000.0,524230000.0,22304000.0,-111915000.0,2025,34681000.0,74300000.0,2025-12-31,2026-03-25
25925,BIONEXO S.A.,-8259000.0,-2311000.0,90169000.0,-2801000.0,46581000.0,189796000.0,65049000.0,14100000.0,2020,2311000.0,-18468000.0,2020-12-31,2021-04-29
25925,BIONEXO S.A.,-37330000.0,-5354000.0,114865000.0,-51502000.0,42908000.0,341100000.0,201760000.0,-18084000.0,2021,5354000.0,-158852000.0,2021-12-31,2022-03-31
25925,BIONEXO S.A.,-49835000.0,-9580000.0,143594000.0,-36501000.0,32990000.0,302147000.0,97753000.0,-19770000.0,2022,9580000.0,-64763000.0,2022-12-31,2023-03-31
25925,BIONEXO S.A.,-28955000.0,-12741000.0,160782000.0,-26051000.0,19071000.0,331466000.0,145016000.0,-20275000.0,2023,12741000.0,-125945000.0,2023-12-31,2024-04-04
25925,BIONEXO S.A.,-10775000.0,-10564000.0,176858000.0,-7629000.0,6314000.0,321389000.0,143893000.0,29852000.0,2024,10564000.0,-137579000.0,2024-12-31,2025-03-31
25925,BIONEXO S.A.,-47167000.0,-15996000.0,207000000.0,-51638000.0,9233000.0,357575000.0,102062000.0,21307000.0,2025,15996000.0,-92829000.0,2025-12-31,2026-04-01
80179,BIOTOSCANA INVESTMENTS S.A.,148909194.0,-54467586.0,794503251.0,47224856.0,496747891.0,882147295.0,30340997.0,119562791.0,2016,54467586.0,466406894.0,2016-12-31,2017-07-25
80179,BIOTOSCANA INVESTMENTS S.A.,139064706.0,-57442325.0,817546243.0,16933662.0,246422904.0,1168137991.0,98117853.0,108635037.0,2017,57442325.0,148305051.0,2017-12-31,2018-03-19
80179,BIOTOSCANA INVESTMENTS S.A.,141017029.0,-46014159.0,820960883.0,63462367.0,215619927.0,1253386206.0,100609070.0,121756641.0,2018,46014159.0,115010857.0,2018-12-31,2019-03-21
80179,BIOTOSCANA INVESTMENTS S.A.,70546313.0,-35348906.0,743097077.0,1601525.0,190283646.0,1246949671.0,47974420.0,56108497.0,2019,35348906.0,142309226.0,2019-12-31,2020-03-30
24627,BLAU FARMACÊUTICA S.A.,164333000.0,-16453000.0,617658000.0,103128000.0,103917000.0,366081000.0,13175000.0,126632000.0,2017,16453000.0,90742000.0,2017-12-31,2018-11-26
24627,BLAU FARMACÊUTICA S.A.,203018000.0,-30837000.0,782165000.0,123253000.0,225131000.0,594155000.0,11079000.0,82532000.0,2018,30837000.0,214052000.0,2018-12-31,2019-02-25
24627,BLAU FARMACÊUTICA S.A.,301476000.0,-22854000.0,977501000.0,200238000.0,278921000.0,738444000.0,6417000.0,221289000.0,2019,22854000.0,272504000.0,2019-12-31,2020-02-17
24627,BLAU FARMACÊUTICA S.A.,389132000.0,-43674000.0,1181804000.0,254330000.0,690013000.0,1272625000.0,70197000.0,226515000.0,2020,43674000.0,619816000.0,2020-12-31,2021-03-16
24627,BLAU FARMACÊUTICA S.A.,456624000.0,-31001000.0,1366407000.0,323864000.0,374518000.0,2328047000.0,51864000.0,153976000.0,2021,31001000.0,322654000.0,2021-12-31,2022-02-21
24627,BLAU FARMACÊUTICA S.A.,452190000.0,-54548000.0,1406909000.0,360492000.0,311713000.0,2499048000.0,14114000.0,171903000.0,2022,54548000.0,297599000.0,2022-12-31,2023-03-01
24627,BLAU FARMACÊUTICA S.A.,329443000.0,-51108000.0,1372633000.0,247491000.0,608538000.0,3053528000.0,31495000.0,220561000.0,2023,51108000.0,577043000.0,2023-12-31,2024-03-19
24627,BLAU FARMACÊUTICA S.A.,328797000.0,-83792000.0,1754376000.0,213525000.0,558952000.0,3411729000.0,33317000.0,507203000.0,2024,83792000.0,525635000.0,2024-12-31,2025-03-18
24627,BLAU FARMACÊUTICA S.A.,354389000.0,-101373000.0,1702382000.0,296773000.0,599134000.0,3635027000.0,45601000.0,290843000.0,2025,101373000.0,553533000.0,2025-12-31,2026-05-14
